User,NN
Text,VB
Lang,NNP
CreatedAt,NN
CurrentUserRetweetId,NN
FavoriteCount,NNP
GeoLocation,NNP
Id,NN
InReplyToStatusId,NN
InReplyToUserId,NN
Place,NN
QuotedStatusId,NN
RetweetCount,NNP
Source,NNP
SourceUrl,NNP
SourceValue,NNP
CNN,NNP
do,VBP
have,VB
more,JJR
tie,NN
Mike,NNP
Pence,NNP
jokes,VBZ
portrait,NN
unveiling,NN
reveals,VBZ
wearing,VBG
same,JJ
neckwear,NN
https://t.co/sRVy0jfidN,en,Fri,NNP
Aug,NNP
,2,NN
null,896120651458662400,-1,NN
null,-1,NNP
,0,NNP
<a href="http://www.socialflow.com" rel="nofollow">,NNP
SocialFlow,NNP
</a>,NNP
http://www.socialflow.com,SocialFlow,NNP
HuffPost,NNP
Game,NNP
Thrones,NNPS
star,NN
story,NN
mailman,NN
delivers,VBZ
https://t.co/rClMETZssd,NN
https://t.co/vI3CaGAh7p,en,Fri,NN
Aug,NN
CDT,NNP
null,896120556054913024,-1,NN
null,-1,NNP
,0,NNP
<a href="http://www.socialflow.com" rel="nofollow">,NNP
SocialFlow,NNP
</a>,NNP
http://www.socialflow.com,SocialFlow,NNP
Tyrion,NNP
Lannister,NNP
Unique,JJ
problems,NNS
require,VBP
unique,JJ
solutions,NNS
https://t.co/1xS83kvyhW,und,Fri,NN
Aug,NN
CDT,NNP
null,896120276940759040,-1,NN
null,-1,NNP
,1,NNP
<a href="http://twitter.com/download/iphone" rel="nofollow">,NNP
Twitter,NNP
iPhone,NNP
</a>,NNP
http://twitter.com/download/iphone,Twitter,NNP
iPhone,NNP
Heidi,NNP
Belleau,NNP
RT,NN
@ZoeSTodd,NN
AirBnB,NN
is,VBZ
NOT,NNP
sharing,NN
economy,NN
's,VBZ
further,JJ
land,NN
grab,NN
wealthy,JJ
is,VBZ
driving,VBG
rents,NNS
ups,NNS
https://t.co/RziObUU29R,en,Fri,NN
Aug,NN
CDT,NNP
null,896120276622090240,-1,NN
null,-1,NNP
,7,NNP
<a href="http://twitter.com/download/iphone" rel="nofollow">,NNP
Twitter,NNP
iPhone,NNP
</a>,NNP
http://twitter.com/download/iphone,Twitter,NNP
iPhone,NNP
Mashable,NNP
Facebook,NNP
bought,VBD
